typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20070101","2007","52","2007","112","BLR","Belarus","M","Import","643","RUS","Russian Federation","0","W00","World","H2","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","305","false","-1","N/A",,"false","305","false",,"false","5800",,"5800","0","true","false",
"C","A","20070101","2007","52","2007","112","BLR","Belarus","M","Import","842","USA","USA","0","W00","World","H2","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1200","false","-1","N/A",,"false","1200","false",,"false","10400",,"10400","0","true","false",
"C","A","20070101","2007","52","2007","116","KHM","Cambodia","M","Import","0","W00","World","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","935","false","-1","N/A",,"false","935","false",,"false","782",,"782","0","true","false",
"C","A","20070101","2007","52","2007","116","KHM","Cambodia","M","Import","764","THA","Thailand","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","935","false","-1","N/A",,"false","935","false",,"false","782",,"782","0","true","false",
"C","A","20070101","2007","52","2007","120","CMR","Cameroon","M","Import","0","W00","World","0","W00","World","H2","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11","false","-1","N/A",,"false","11","false",,"false","420",,"420","0","true","false",
"C","A","20070101","2007","52","2007","120","CMR","Cameroon","M","Import","251","FRA","France","0","W00","World","H2","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11","false","-1","N/A",,"false","11","false",,"false","420",,"420","0","true","false",
"C","A","20070101","2007","52","2007","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","29","true","-1","N/A",,"false","29","true",,"false",,"328","328","6","true","false",
"C","A","20070101","2007","52","2007","32","ARG","Argentina","X","Export","600","PRY","Paraguay","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4","true","-1","N/A",,"false","4","true",,"false",,"50","50","6","true","false",
"C","A","20070101","2007","52","2007","32","ARG","Argentina","X","Export","858","URY","Uruguay","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25","false","-1","N/A",,"false","25","false",,"false",,"278","278","0","true","false",
"C","A","20070101","2007","52","2007","36","AUS","Australia","X","Export","0","W00","World","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22","false","-1","N/A",,"false","22","false",,"false",,"24211","24211","0","true","false",
